Video,MultinomialNB,BernoulliNB,GaussianNB,SVM Linear,SVM RBF,SVM Poly,Logistic,DecisionTree,RandomForest,1-NN,3-NN,5-NN
01-9bZkp7q19f0,0.8693182879,0.8718127501,0.7379537418,0.8514850867,0.8514850867,0.8490566038,0.8693182879,0.8136413051,0.8545501977,0.4522670169,0.7108815152,0.8315218406
04-CevxZvSJLk8,0.8339078479,0.8424235392,0.660848048,0.8755950358,0.8925302065,0.8207242792,0.8925302065,0.660848048,0.8041315601,0.3738782506,0.7322785563,0.8041315601
07-KQ6zr6kCPj8,0.7717683779,0.9554329451,0.8521791683,0.8642199639,0.8642199639,0.5564924386,0.863107373,0.9700408283,0.9106643098,0.5794348576,0.6817940014,0.6817940014
08-uelHwf8o7_U,0.7635684315,0.8957811711,0.7968169962,0.9254432932,0.895275098,0.8955760103,0.9102791316,0.8955760103,0.8955760103,0.3562022033,0.2600108135,0.7342059401
09-pRpeEdMmmQ0,0.9290968936,0.9145233786,0.8823440788,0.946477375,0.946477375,0.9822320878,0.9290968936,0.9105176198,0.8971815245,0.8029459179,0.8210992062,0.8933255454
