Video,MultinomialNB,BernoulliNB,GaussianNB,SVM Linear,SVM RBF,SVM Poly,Logistic,DecisionTree,RandomForest,AdaBoost,1-NN,3-NN,5-NN
01-PSY-9bZkp7q19f0,0.86931828792122046,0.90971765229468438,0.7785901801268581,0.90971765229468438,0.92518726726046741,0.82072427918321211,0.90711473522214314,0.79372539331937597,0.90971765229468438,0.81364130505424126,0.79372539331937619,0.83033649170603641,0.78255105689562077
04-KatyPerry-CevxZvSJLk8,0.8303364917060384,0.70210949749940776,0.71710878829157765,0.83752568638956737,0.83752568638956737,0.6164962023950894,0.85455019770021112,0.8261595987094047,0.85889750147080379,0.79420981533171031,0.62186841207090382,0.70820052782817156,0.6136964857512035
07-LMFAO-KQ6zr6kCPj8,0.78851554843831118,0.84614563835935264,0.88568945193356807,0.95543294514898192,0.93961902043537782,0.75937225706780664,0.92502861806130932,0.81562891041852359,0.92502861806130932,0.95444636812057326,0.78908889750355504,0.74720937176067981,0.78511218247769443
08-Eminem-uelHwf8o7_U,0.79183529305767653,0.80685911795512821,0.83138035226111262,0.92647891669811211,0.94077626040952855,0.90122245188973527,0.94077626040952855,0.92544329322904362,0.94077626040952855,0.95531057618049486,0.74763050808861031,0.81944993507130059,0.83672640090657924
09-Shakira-pRpeEdMmmQ0,0.92909689362218839,0.58013026029660375,0.88234407882997989,0.87555022497712365,0.87555022497712365,0.75607348770931992,0.87555022497712365,0.92836584585865045,0.9137317223219068,0.87759543951821561,0.81726649772389948,0.8172664977238997,0.66729530109834023
