Video,MultinomialNB,BernoulliNB,GaussianNB,SVM Linear,SVM RBF,SVM Poly,Logistic,DecisionTree,RandomForest,1-NN,3-NN,5-NN
01-9bZkp7q19f0,0.8165701889,0.9097176523,0.7201931414,0.8874245217,0.8874245217,0.8261595987,0.8893288683,0.8207242792,0.9097176523,0.6014319829,0.7825510569,0.8207242792
04-CevxZvSJLk8,0.7937253933,0.8925302065,0.6986107936,0.8693182879,0.9071147352,0.8375256864,0.8893288683,0.755928946,0.8718127501,0.5863954716,0.7233176382,0.7785901801
07-KQ6zr6kCPj8,0.7712409425,0.9269061061,0.8825730213,0.8935537047,0.8935537047,0.6981400409,0.9091972126,0.9543413101,0.9269061061,0.6662140133,0.7413220462,0.7102009319
08-uelHwf8o7_U,0.8139248193,0.9114101763,0.8412081155,0.9401860877,0.9551819819,0.9254432932,0.9404364339,0.9404364339,0.9254432932,0.6857340342,0.663524022,0.7617702066
09-pRpeEdMmmQ0,0.8746603858,0.8584020781,0.8666267686,0.9115229415,0.9115229415,0.9304988405,0.9115229415,0.8570082695,0.9137317223,0.8053228739,0.8053228739,0.7331957115
