Video,SVM 0.3,SVM 0.4,SVM 0.5,SVM 0.6,SVM 0.7,SVM 0.3 + SS 0.4,SVM 0.4 + SS 0.3,SVM 0.5 + SS 0.2,SVM 0.6 + SS 0.1
01-PSY-9bZkp7q19f0,0.77093907735830214,0.92174234034699121,0.90198941112598729,0.92187682494628675,0.92187682494628675,0.79235494570522957,0.92174234034699121,0.90198941112598729,0.92187682494628675
04-KatyPerry-CevxZvSJLk8,0.75766504093499365,0.81774047794842619,0.79635121354535454,0.87019253274247754,0.8139807292365705,0.77544479475730455,0.79635121354535454,0.83179103046491609,0.85251666371583668
07-LMFAO-KQ6zr6kCPj8,0.46940871818573782,0.40237390808147833,0.74099144595694644,0.81560860178418204,0.90984948588023074,0.35098205908151731,0.37300192329612547,0.42767214489895955,0.64006987196226406
08-rotulada-tratada-embaralhada,0.89721082511899253,0.92603160667251883,0.89637762862676462,0.91110623353819198,0.94116357921208416,0.82261253354506181,0.83790925283450612,0.91110623353819198,0.91110623353819198
09-Shakira-pRpeEdMmmQ0,0.53964355854456214,0.68476238326232441,0.79189624576313622,0.79777167189942466,0.79777167189942466,0.23626546851126054,0.29855338825187,0.70990999051818882,0.79777167189942466
